image_name,image_path,identity,split,identity_type
024519.jpg,celeba_subset/img_align_celeba/024519.jpg,310,impostor_pool,enrolled
059246.jpg,celeba_subset/img_align_celeba/059246.jpg,310,impostor_pool,enrolled
109027.jpg,celeba_subset/img_align_celeba/109027.jpg,310,impostor_pool,enrolled
020805.jpg,celeba_subset/img_align_celeba/020805.jpg,494,enrollment,enrolled
082401.jpg,celeba_subset/img_align_celeba/082401.jpg,494,genuine_test,enrolled
012362.jpg,celeba_subset/img_align_celeba/012362.jpg,494,genuine_test,enrolled
145865.jpg,celeba_subset/img_align_celeba/145865.jpg,494,genuine_test,enrolled
148294.jpg,celeba_subset/img_align_celeba/148294.jpg,494,genuine_test,enrolled
093443.jpg,celeba_subset/img_align_celeba/093443.jpg,494,impostor_pool,enrolled
039410.jpg,celeba_subset/img_align_celeba/039410.jpg,494,impostor_pool,enrolled
088544.jpg,celeba_subset/img_align_celeba/088544.jpg,494,impostor_pool,enrolled
005338.jpg,celeba_subset/img_align_celeba/005338.jpg,494,impostor_pool,enrolled
094803.jpg,celeba_subset/img_align_celeba/094803.jpg,494,impostor_pool,enrolled
020712.jpg,celeba_subset/img_align_celeba/020712.jpg,494,impostor_pool,enrolled
090612.jpg,celeba_subset/img_align_celeba/090612.jpg,494,impostor_pool,enrolled
086510.jpg,celeba_subset/img_align_celeba/086510.jpg,494,impostor_pool,enrolled
085228.jpg,celeba_subset/img_align_celeba/085228.jpg,494,impostor_pool,enrolled
154541.jpg,celeba_subset/img_align_celeba/154541.jpg,494,impostor_pool,enrolled
156288.jpg,celeba_subset/img_align_celeba/156288.jpg,494,impostor_pool,enrolled
086573.jpg,celeba_subset/img_align_celeba/086573.jpg,494,impostor_pool,enrolled
088962.jpg,celeba_subset/img_align_celeba/088962.jpg,494,impostor_pool,enrolled
150975.jpg,celeba_subset/img_align_celeba/150975.jpg,494,impostor_pool,enrolled
042410.jpg,celeba_subset/img_align_celeba/042410.jpg,494,impostor_pool,enrolled
093508.jpg,celeba_subset/img_align_celeba/093508.jpg,494,impostor_pool,enrolled
022580.jpg,celeba_subset/img_align_celeba/022580.jpg,494,impostor_pool,enrolled
149787.jpg,celeba_subset/img_align_celeba/149787.jpg,494,impostor_pool,enrolled
117624.jpg,celeba_subset/img_align_celeba/117624.jpg,494,impostor_pool,enrolled
013854.jpg,celeba_subset/img_align_celeba/013854.jpg,494,impostor_pool,enrolled
119102.jpg,celeba_subset/img_align_celeba/119102.jpg,494,impostor_pool,enrolled
156991.jpg,celeba_subset/img_align_celeba/156991.jpg,494,impostor_pool,enrolled
135159.jpg,celeba_subset/img_align_celeba/135159.jpg,494,impostor_pool,enrolled
060910.jpg,celeba_subset/img_align_celeba/060910.jpg,494,impostor_pool,enrolled
121113.jpg,celeba_subset/img_align_celeba/121113.jpg,494,impostor_pool,enrolled
042893.jpg,celeba_subset/img_align_celeba/042893.jpg,503,enrollment,enrolled
032181.jpg,celeba_subset/img_align_celeba/032181.jpg,503,genuine_test,enrolled
001857.jpg,celeba_subset/img_align_celeba/001857.jpg,503,genuine_test,enrolled
061232.jpg,celeba_subset/img_align_celeba/061232.jpg,503,genuine_test,enrolled
108763.jpg,celeba_subset/img_align_celeba/108763.jpg,503,genuine_test,enrolled
134714.jpg,celeba_subset/img_align_celeba/134714.jpg,503,impostor_pool,enrolled
138209.jpg,celeba_subset/img_align_celeba/138209.jpg,503,impostor_pool,enrolled
050239.jpg,celeba_subset/img_align_celeba/050239.jpg,503,impostor_pool,enrolled
069706.jpg,celeba_subset/img_align_celeba/069706.jpg,503,impostor_pool,enrolled
148189.jpg,celeba_subset/img_align_celeba/148189.jpg,503,impostor_pool,enrolled
041921.jpg,celeba_subset/img_align_celeba/041921.jpg,644,enrollment,enrolled
150873.jpg,celeba_subset/img_align_celeba/150873.jpg,644,genuine_test,enrolled
088035.jpg,celeba_subset/img_align_celeba/088035.jpg,644,genuine_test,enrolled
090465.jpg,celeba_subset/img_align_celeba/090465.jpg,644,genuine_test,enrolled
016347.jpg,celeba_subset/img_align_celeba/016347.jpg,644,genuine_test,enrolled
058817.jpg,celeba_subset/img_align_celeba/058817.jpg,644,genuine_test,enrolled
074854.jpg,celeba_subset/img_align_celeba/074854.jpg,644,impostor_pool,enrolled
145712.jpg,celeba_subset/img_align_celeba/145712.jpg,644,impostor_pool,enrolled
108246.jpg,celeba_subset/img_align_celeba/108246.jpg,644,impostor_pool,enrolled
135117.jpg,celeba_subset/img_align_celeba/135117.jpg,644,impostor_pool,enrolled
001642.jpg,celeba_subset/img_align_celeba/001642.jpg,644,impostor_pool,enrolled
004284.jpg,celeba_subset/img_align_celeba/004284.jpg,644,impostor_pool,enrolled
125886.jpg,celeba_subset/img_align_celeba/125886.jpg,644,impostor_pool,enrolled
149321.jpg,celeba_subset/img_align_celeba/149321.jpg,644,impostor_pool,enrolled
014470.jpg,celeba_subset/img_align_celeba/014470.jpg,644,impostor_pool,enrolled
153869.jpg,celeba_subset/img_align_celeba/153869.jpg,644,impostor_pool,enrolled
094138.jpg,celeba_subset/img_align_celeba/094138.jpg,644,impostor_pool,enrolled
104733.jpg,celeba_subset/img_align_celeba/104733.jpg,644,impostor_pool,enrolled
106981.jpg,celeba_subset/img_align_celeba/106981.jpg,644,impostor_pool,enrolled
141027.jpg,celeba_subset/img_align_celeba/141027.jpg,644,impostor_pool,enrolled
086203.jpg,celeba_subset/img_align_celeba/086203.jpg,644,impostor_pool,enrolled
152797.jpg,celeba_subset/img_align_celeba/152797.jpg,644,impostor_pool,enrolled
140917.jpg,celeba_subset/img_align_celeba/140917.jpg,644,impostor_pool,enrolled
077146.jpg,celeba_subset/img_align_celeba/077146.jpg,644,impostor_pool,enrolled
182603.jpg,celeba_subset/img_align_celeba/182603.jpg,913,enrollment,enrolled
170882.jpg,celeba_subset/img_align_celeba/170882.jpg,913,genuine_test,enrolled
175292.jpg,celeba_subset/img_align_celeba/175292.jpg,913,genuine_test,enrolled
171345.jpg,celeba_subset/img_align_celeba/171345.jpg,913,genuine_test,enrolled
177293.jpg,celeba_subset/img_align_celeba/177293.jpg,913,genuine_test,enrolled
176990.jpg,celeba_subset/img_align_celeba/176990.jpg,913,genuine_test,enrolled
180951.jpg,celeba_subset/img_align_celeba/180951.jpg,913,impostor_pool,enrolled
170218.jpg,celeba_subset/img_align_celeba/170218.jpg,913,impostor_pool,enrolled
166195.jpg,celeba_subset/img_align_celeba/166195.jpg,913,impostor_pool,enrolled
169061.jpg,celeba_subset/img_align_celeba/169061.jpg,913,impostor_pool,enrolled
168488.jpg,celeba_subset/img_align_celeba/168488.jpg,913,impostor_pool,enrolled
166159.jpg,celeba_subset/img_align_celeba/166159.jpg,913,impostor_pool,enrolled
168624.jpg,celeba_subset/img_align_celeba/168624.jpg,913,impostor_pool,enrolled
171054.jpg,celeba_subset/img_align_celeba/171054.jpg,913,impostor_pool,enrolled
172022.jpg,celeba_subset/img_align_celeba/172022.jpg,913,impostor_pool,enrolled
181250.jpg,celeba_subset/img_align_celeba/181250.jpg,913,impostor_pool,enrolled
168123.jpg,celeba_subset/img_align_celeba/168123.jpg,913,impostor_pool,enrolled
164652.jpg,celeba_subset/img_align_celeba/164652.jpg,913,impostor_pool,enrolled
180272.jpg,celeba_subset/img_align_celeba/180272.jpg,913,impostor_pool,enrolled
170259.jpg,celeba_subset/img_align_celeba/170259.jpg,913,impostor_pool,enrolled
178976.jpg,celeba_subset/img_align_celeba/178976.jpg,913,impostor_pool,enrolled
015716.jpg,celeba_subset/img_align_celeba/015716.jpg,1104,enrollment,enrolled
142442.jpg,celeba_subset/img_align_celeba/142442.jpg,1104,genuine_test,enrolled
158538.jpg,celeba_subset/img_align_celeba/158538.jpg,1104,genuine_test,enrolled
002295.jpg,celeba_subset/img_align_celeba/002295.jpg,1104,genuine_test,enrolled
103456.jpg,celeba_subset/img_align_celeba/103456.jpg,1104,genuine_test,enrolled
008237.jpg,celeba_subset/img_align_celeba/008237.jpg,1104,impostor_pool,enrolled
118421.jpg,celeba_subset/img_align_celeba/118421.jpg,1104,impostor_pool,enrolled
158554.jpg,celeba_subset/img_align_celeba/158554.jpg,1104,impostor_pool,enrolled
063991.jpg,celeba_subset/img_align_celeba/063991.jpg,1104,impostor_pool,enrolled
127262.jpg,celeba_subset/img_align_celeba/127262.jpg,1104,impostor_pool,enrolled
095455.jpg,celeba_subset/img_align_celeba/095455.jpg,1104,impostor_pool,enrolled
002275.jpg,celeba_subset/img_align_celeba/002275.jpg,1104,impostor_pool,enrolled
122381.jpg,celeba_subset/img_align_celeba/122381.jpg,1104,impostor_pool,enrolled
110786.jpg,celeba_subset/img_align_celeba/110786.jpg,1104,impostor_pool,enrolled
073096.jpg,celeba_subset/img_align_celeba/073096.jpg,1104,impostor_pool,enrolled
024370.jpg,celeba_subset/img_align_celeba/024370.jpg,1104,impostor_pool,enrolled
104530.jpg,celeba_subset/img_align_celeba/104530.jpg,1104,impostor_pool,enrolled
023774.jpg,celeba_subset/img_align_celeba/023774.jpg,1104,impostor_pool,enrolled
028310.jpg,celeba_subset/img_align_celeba/028310.jpg,1104,impostor_pool,enrolled
137251.jpg,celeba_subset/img_align_celeba/137251.jpg,1104,impostor_pool,enrolled
164083.jpg,celeba_subset/img_align_celeba/164083.jpg,1120,enrollment,enrolled
180466.jpg,celeba_subset/img_align_celeba/180466.jpg,1120,genuine_test,enrolled
167432.jpg,celeba_subset/img_align_celeba/167432.jpg,1120,genuine_test,enrolled
162906.jpg,celeba_subset/img_align_celeba/162906.jpg,1120,genuine_test,enrolled
177174.jpg,celeba_subset/img_align_celeba/177174.jpg,1120,genuine_test,enrolled
168354.jpg,celeba_subset/img_align_celeba/168354.jpg,1120,impostor_pool,enrolled
169673.jpg,celeba_subset/img_align_celeba/169673.jpg,1120,impostor_pool,enrolled
173304.jpg,celeba_subset/img_align_celeba/173304.jpg,1120,impostor_pool,enrolled
166783.jpg,celeba_subset/img_align_celeba/166783.jpg,1120,impostor_pool,enrolled
178846.jpg,celeba_subset/img_align_celeba/178846.jpg,1120,impostor_pool,enrolled
171969.jpg,celeba_subset/img_align_celeba/171969.jpg,1120,impostor_pool,enrolled
169910.jpg,celeba_subset/img_align_celeba/169910.jpg,1120,impostor_pool,enrolled
170990.jpg,celeba_subset/img_align_celeba/170990.jpg,1120,impostor_pool,enrolled
173306.jpg,celeba_subset/img_align_celeba/173306.jpg,1120,impostor_pool,enrolled
164841.jpg,celeba_subset/img_align_celeba/164841.jpg,1120,impostor_pool,enrolled
171115.jpg,celeba_subset/img_align_celeba/171115.jpg,1120,impostor_pool,enrolled
172516.jpg,celeba_subset/img_align_celeba/172516.jpg,1120,impostor_pool,enrolled
168314.jpg,celeba_subset/img_align_celeba/168314.jpg,1120,impostor_pool,enrolled
166378.jpg,celeba_subset/img_align_celeba/166378.jpg,1120,impostor_pool,enrolled
181539.jpg,celeba_subset/img_align_celeba/181539.jpg,1120,impostor_pool,enrolled
180584.jpg,celeba_subset/img_align_celeba/180584.jpg,1120,impostor_pool,enrolled
179737.jpg,celeba_subset/img_align_celeba/179737.jpg,1120,impostor_pool,enrolled
165484.jpg,celeba_subset/img_align_celeba/165484.jpg,1120,impostor_pool,enrolled
172678.jpg,celeba_subset/img_align_celeba/172678.jpg,1120,impostor_pool,enrolled
180373.jpg,celeba_subset/img_align_celeba/180373.jpg,1120,impostor_pool,enrolled
182354.jpg,celeba_subset/img_align_celeba/182354.jpg,1120,impostor_pool,enrolled
180574.jpg,celeba_subset/img_align_celeba/180574.jpg,1120,impostor_pool,enrolled
172233.jpg,celeba_subset/img_align_celeba/172233.jpg,1120,impostor_pool,enrolled
180264.jpg,celeba_subset/img_align_celeba/180264.jpg,1120,impostor_pool,enrolled
164316.jpg,celeba_subset/img_align_celeba/164316.jpg,1120,impostor_pool,enrolled
057492.jpg,celeba_subset/img_align_celeba/057492.jpg,1128,enrollment,enrolled
087256.jpg,celeba_subset/img_align_celeba/087256.jpg,1128,genuine_test,enrolled
109533.jpg,celeba_subset/img_align_celeba/109533.jpg,1128,genuine_test,enrolled
083313.jpg,celeba_subset/img_align_celeba/083313.jpg,1128,genuine_test,enrolled
035676.jpg,celeba_subset/img_align_celeba/035676.jpg,1128,genuine_test,enrolled
076022.jpg,celeba_subset/img_align_celeba/076022.jpg,1128,genuine_test,enrolled
024886.jpg,celeba_subset/img_align_celeba/024886.jpg,1128,impostor_pool,enrolled
124790.jpg,celeba_subset/img_align_celeba/124790.jpg,1128,impostor_pool,enrolled
077285.jpg,celeba_subset/img_align_celeba/077285.jpg,1128,impostor_pool,enrolled
119040.jpg,celeba_subset/img_align_celeba/119040.jpg,1128,impostor_pool,enrolled
087429.jpg,celeba_subset/img_align_celeba/087429.jpg,1128,impostor_pool,enrolled
023654.jpg,celeba_subset/img_align_celeba/023654.jpg,1128,impostor_pool,enrolled
018153.jpg,celeba_subset/img_align_celeba/018153.jpg,1128,impostor_pool,enrolled
047067.jpg,celeba_subset/img_align_celeba/047067.jpg,1128,impostor_pool,enrolled
087804.jpg,celeba_subset/img_align_celeba/087804.jpg,1128,impostor_pool,enrolled
142027.jpg,celeba_subset/img_align_celeba/142027.jpg,1128,impostor_pool,enrolled
103053.jpg,celeba_subset/img_align_celeba/103053.jpg,1128,impostor_pool,enrolled
109257.jpg,celeba_subset/img_align_celeba/109257.jpg,1128,impostor_pool,enrolled
114844.jpg,celeba_subset/img_align_celeba/114844.jpg,1128,impostor_pool,enrolled
005586.jpg,celeba_subset/img_align_celeba/005586.jpg,1128,impostor_pool,enrolled
106560.jpg,celeba_subset/img_align_celeba/106560.jpg,1128,impostor_pool,enrolled
010688.jpg,celeba_subset/img_align_celeba/010688.jpg,1128,impostor_pool,enrolled
139598.jpg,celeba_subset/img_align_celeba/139598.jpg,1128,impostor_pool,enrolled
123267.jpg,celeba_subset/img_align_celeba/123267.jpg,1128,impostor_pool,enrolled
133993.jpg,celeba_subset/img_align_celeba/133993.jpg,1128,impostor_pool,enrolled
046372.jpg,celeba_subset/img_align_celeba/046372.jpg,1128,impostor_pool,enrolled
092342.jpg,celeba_subset/img_align_celeba/092342.jpg,1128,impostor_pool,enrolled
097124.jpg,celeba_subset/img_align_celeba/097124.jpg,1128,impostor_pool,enrolled
004645.jpg,celeba_subset/img_align_celeba/004645.jpg,1128,impostor_pool,enrolled
062705.jpg,celeba_subset/img_align_celeba/062705.jpg,1128,impostor_pool,enrolled
030789.jpg,celeba_subset/img_align_celeba/030789.jpg,1147,enrollment,enrolled
003148.jpg,celeba_subset/img_align_celeba/003148.jpg,1147,genuine_test,enrolled
028498.jpg,celeba_subset/img_align_celeba/028498.jpg,1147,genuine_test,enrolled
016528.jpg,celeba_subset/img_align_celeba/016528.jpg,1147,genuine_test,enrolled
159979.jpg,celeba_subset/img_align_celeba/159979.jpg,1147,genuine_test,enrolled
077342.jpg,celeba_subset/img_align_celeba/077342.jpg,1147,impostor_pool,enrolled
121054.jpg,celeba_subset/img_align_celeba/121054.jpg,1147,impostor_pool,enrolled
041482.jpg,celeba_subset/img_align_celeba/041482.jpg,1147,impostor_pool,enrolled
069653.jpg,celeba_subset/img_align_celeba/069653.jpg,1147,impostor_pool,enrolled
114305.jpg,celeba_subset/img_align_celeba/114305.jpg,1147,impostor_pool,enrolled
129295.jpg,celeba_subset/img_align_celeba/129295.jpg,1147,impostor_pool,enrolled
119024.jpg,celeba_subset/img_align_celeba/119024.jpg,1147,impostor_pool,enrolled
118774.jpg,celeba_subset/img_align_celeba/118774.jpg,1147,impostor_pool,enrolled
143777.jpg,celeba_subset/img_align_celeba/143777.jpg,1147,impostor_pool,enrolled
114858.jpg,celeba_subset/img_align_celeba/114858.jpg,1147,impostor_pool,enrolled
081855.jpg,celeba_subset/img_align_celeba/081855.jpg,1147,impostor_pool,enrolled
085986.jpg,celeba_subset/img_align_celeba/085986.jpg,1147,impostor_pool,enrolled
120366.jpg,celeba_subset/img_align_celeba/120366.jpg,1147,impostor_pool,enrolled
145575.jpg,celeba_subset/img_align_celeba/145575.jpg,1147,impostor_pool,enrolled
005657.jpg,celeba_subset/img_align_celeba/005657.jpg,1147,impostor_pool,enrolled
096456.jpg,celeba_subset/img_align_celeba/096456.jpg,1147,impostor_pool,enrolled
125994.jpg,celeba_subset/img_align_celeba/125994.jpg,1147,impostor_pool,enrolled
131165.jpg,celeba_subset/img_align_celeba/131165.jpg,1147,impostor_pool,enrolled
084944.jpg,celeba_subset/img_align_celeba/084944.jpg,1147,impostor_pool,enrolled
087736.jpg,celeba_subset/img_align_celeba/087736.jpg,1147,impostor_pool,enrolled
124546.jpg,celeba_subset/img_align_celeba/124546.jpg,1147,impostor_pool,enrolled
150624.jpg,celeba_subset/img_align_celeba/150624.jpg,1147,impostor_pool,enrolled
019144.jpg,celeba_subset/img_align_celeba/019144.jpg,1147,impostor_pool,enrolled
030973.jpg,celeba_subset/img_align_celeba/030973.jpg,1147,impostor_pool,enrolled
032759.jpg,celeba_subset/img_align_celeba/032759.jpg,1149,enrollment,enrolled
133189.jpg,celeba_subset/img_align_celeba/133189.jpg,1149,genuine_test,enrolled
025859.jpg,celeba_subset/img_align_celeba/025859.jpg,1149,genuine_test,enrolled
094027.jpg,celeba_subset/img_align_celeba/094027.jpg,1149,genuine_test,enrolled
102985.jpg,celeba_subset/img_align_celeba/102985.jpg,1149,genuine_test,enrolled
161328.jpg,celeba_subset/img_align_celeba/161328.jpg,1149,impostor_pool,enrolled
044204.jpg,celeba_subset/img_align_celeba/044204.jpg,1149,impostor_pool,enrolled
033888.jpg,celeba_subset/img_align_celeba/033888.jpg,1149,impostor_pool,enrolled
052146.jpg,celeba_subset/img_align_celeba/052146.jpg,1149,impostor_pool,enrolled
054188.jpg,celeba_subset/img_align_celeba/054188.jpg,1149,impostor_pool,enrolled
133015.jpg,celeba_subset/img_align_celeba/133015.jpg,1149,impostor_pool,enrolled
127806.jpg,celeba_subset/img_align_celeba/127806.jpg,1149,impostor_pool,enrolled
026310.jpg,celeba_subset/img_align_celeba/026310.jpg,1149,impostor_pool,enrolled
131393.jpg,celeba_subset/img_align_celeba/131393.jpg,1149,impostor_pool,enrolled
160050.jpg,celeba_subset/img_align_celeba/160050.jpg,1149,impostor_pool,enrolled
082516.jpg,celeba_subset/img_align_celeba/082516.jpg,1149,impostor_pool,enrolled
081857.jpg,celeba_subset/img_align_celeba/081857.jpg,1149,impostor_pool,enrolled
059289.jpg,celeba_subset/img_align_celeba/059289.jpg,1149,impostor_pool,enrolled
026133.jpg,celeba_subset/img_align_celeba/026133.jpg,1149,impostor_pool,enrolled
030080.jpg,celeba_subset/img_align_celeba/030080.jpg,1149,impostor_pool,enrolled
016081.jpg,celeba_subset/img_align_celeba/016081.jpg,1149,impostor_pool,enrolled
007032.jpg,celeba_subset/img_align_celeba/007032.jpg,1149,impostor_pool,enrolled
153457.jpg,celeba_subset/img_align_celeba/153457.jpg,1149,impostor_pool,enrolled
120276.jpg,celeba_subset/img_align_celeba/120276.jpg,1149,impostor_pool,enrolled
009822.jpg,celeba_subset/img_align_celeba/009822.jpg,1149,impostor_pool,enrolled
024996.jpg,celeba_subset/img_align_celeba/024996.jpg,1149,impostor_pool,enrolled
090995.jpg,celeba_subset/img_align_celeba/090995.jpg,1149,impostor_pool,enrolled
159097.jpg,celeba_subset/img_align_celeba/159097.jpg,1149,impostor_pool,enrolled
138286.jpg,celeba_subset/img_align_celeba/138286.jpg,1149,impostor_pool,enrolled
075195.jpg,celeba_subset/img_align_celeba/075195.jpg,1149,impostor_pool,enrolled
181473.jpg,celeba_subset/img_align_celeba/181473.jpg,1154,enrollment,enrolled
180972.jpg,celeba_subset/img_align_celeba/180972.jpg,1154,genuine_test,enrolled
173351.jpg,celeba_subset/img_align_celeba/173351.jpg,1154,genuine_test,enrolled
176111.jpg,celeba_subset/img_align_celeba/176111.jpg,1154,genuine_test,enrolled
167286.jpg,celeba_subset/img_align_celeba/167286.jpg,1154,genuine_test,enrolled
176410.jpg,celeba_subset/img_align_celeba/176410.jpg,1154,impostor_pool,enrolled
170751.jpg,celeba_subset/img_align_celeba/170751.jpg,1154,impostor_pool,enrolled
167219.jpg,celeba_subset/img_align_celeba/167219.jpg,1154,impostor_pool,enrolled
179453.jpg,celeba_subset/img_align_celeba/179453.jpg,1154,impostor_pool,enrolled
181686.jpg,celeba_subset/img_align_celeba/181686.jpg,1154,impostor_pool,enrolled
174168.jpg,celeba_subset/img_align_celeba/174168.jpg,1154,impostor_pool,enrolled
166795.jpg,celeba_subset/img_align_celeba/166795.jpg,1154,impostor_pool,enrolled
178458.jpg,celeba_subset/img_align_celeba/178458.jpg,1154,impostor_pool,enrolled
171242.jpg,celeba_subset/img_align_celeba/171242.jpg,1154,impostor_pool,enrolled
165167.jpg,celeba_subset/img_align_celeba/165167.jpg,1154,impostor_pool,enrolled
169073.jpg,celeba_subset/img_align_celeba/169073.jpg,1154,impostor_pool,enrolled
177209.jpg,celeba_subset/img_align_celeba/177209.jpg,1154,impostor_pool,enrolled
176617.jpg,celeba_subset/img_align_celeba/176617.jpg,1154,impostor_pool,enrolled
181054.jpg,celeba_subset/img_align_celeba/181054.jpg,1154,impostor_pool,enrolled
179069.jpg,celeba_subset/img_align_celeba/179069.jpg,1154,impostor_pool,enrolled
179771.jpg,celeba_subset/img_align_celeba/179771.jpg,1154,impostor_pool,enrolled
173244.jpg,celeba_subset/img_align_celeba/173244.jpg,1154,impostor_pool,enrolled
181243.jpg,celeba_subset/img_align_celeba/181243.jpg,1154,impostor_pool,enrolled
178090.jpg,celeba_subset/img_align_celeba/178090.jpg,1154,impostor_pool,enrolled
180484.jpg,celeba_subset/img_align_celeba/180484.jpg,1154,impostor_pool,enrolled
178250.jpg,celeba_subset/img_align_celeba/178250.jpg,1154,impostor_pool,enrolled
