image_name,image_path,identity,split,identity_type
073096.jpg,img_align_celeba/073096.jpg,1104,impostor_pool,enrolled
024370.jpg,img_align_celeba/024370.jpg,1104,impostor_pool,enrolled
104530.jpg,img_align_celeba/104530.jpg,1104,impostor_pool,enrolled
023774.jpg,img_align_celeba/023774.jpg,1104,impostor_pool,enrolled
028310.jpg,img_align_celeba/028310.jpg,1104,impostor_pool,enrolled
137251.jpg,img_align_celeba/137251.jpg,1104,impostor_pool,enrolled
164083.jpg,img_align_celeba/164083.jpg,1120,enrollment,enrolled
180466.jpg,img_align_celeba/180466.jpg,1120,genuine_test,enrolled
167432.jpg,img_align_celeba/167432.jpg,1120,genuine_test,enrolled
162906.jpg,img_align_celeba/162906.jpg,1120,impostor_pool,enrolled
177174.jpg,img_align_celeba/177174.jpg,1120,impostor_pool,enrolled
168354.jpg,img_align_celeba/168354.jpg,1120,impostor_pool,enrolled
169673.jpg,img_align_celeba/169673.jpg,1120,impostor_pool,enrolled
173304.jpg,img_align_celeba/173304.jpg,1120,impostor_pool,enrolled
166783.jpg,img_align_celeba/166783.jpg,1120,impostor_pool,enrolled
178846.jpg,img_align_celeba/178846.jpg,1120,impostor_pool,enrolled
171969.jpg,img_align_celeba/171969.jpg,1120,impostor_pool,enrolled
169910.jpg,img_align_celeba/169910.jpg,1120,impostor_pool,enrolled
170990.jpg,img_align_celeba/170990.jpg,1120,impostor_pool,enrolled
173306.jpg,img_align_celeba/173306.jpg,1120,impostor_pool,enrolled
164841.jpg,img_align_celeba/164841.jpg,1120,impostor_pool,enrolled
171115.jpg,img_align_celeba/171115.jpg,1120,impostor_pool,enrolled
172516.jpg,img_align_celeba/172516.jpg,1120,impostor_pool,enrolled
168314.jpg,img_align_celeba/168314.jpg,1120,impostor_pool,enrolled
166378.jpg,img_align_celeba/166378.jpg,1120,impostor_pool,enrolled
181539.jpg,img_align_celeba/181539.jpg,1120,impostor_pool,enrolled
180584.jpg,img_align_celeba/180584.jpg,1120,impostor_pool,enrolled
179737.jpg,img_align_celeba/179737.jpg,1120,impostor_pool,enrolled
165484.jpg,img_align_celeba/165484.jpg,1120,impostor_pool,enrolled
172678.jpg,img_align_celeba/172678.jpg,1120,impostor_pool,enrolled
180373.jpg,img_align_celeba/180373.jpg,1120,impostor_pool,enrolled
182354.jpg,img_align_celeba/182354.jpg,1120,impostor_pool,enrolled
180574.jpg,img_align_celeba/180574.jpg,1120,impostor_pool,enrolled
172233.jpg,img_align_celeba/172233.jpg,1120,impostor_pool,enrolled
180264.jpg,img_align_celeba/180264.jpg,1120,impostor_pool,enrolled
164316.jpg,img_align_celeba/164316.jpg,1120,impostor_pool,enrolled
057492.jpg,img_align_celeba/057492.jpg,1128,enrollment,enrolled
087256.jpg,img_align_celeba/087256.jpg,1128,genuine_test,enrolled
109533.jpg,img_align_celeba/109533.jpg,1128,genuine_test,enrolled
083313.jpg,img_align_celeba/083313.jpg,1128,genuine_test,enrolled
035676.jpg,img_align_celeba/035676.jpg,1128,impostor_pool,enrolled
076022.jpg,img_align_celeba/076022.jpg,1128,impostor_pool,enrolled
024886.jpg,img_align_celeba/024886.jpg,1128,impostor_pool,enrolled
124790.jpg,img_align_celeba/124790.jpg,1128,impostor_pool,enrolled
077285.jpg,img_align_celeba/077285.jpg,1128,impostor_pool,enrolled
119040.jpg,img_align_celeba/119040.jpg,1128,impostor_pool,enrolled
087429.jpg,img_align_celeba/087429.jpg,1128,impostor_pool,enrolled
023654.jpg,img_align_celeba/023654.jpg,1128,impostor_pool,enrolled
018153.jpg,img_align_celeba/018153.jpg,1128,impostor_pool,enrolled
047067.jpg,img_align_celeba/047067.jpg,1128,impostor_pool,enrolled
087804.jpg,img_align_celeba/087804.jpg,1128,impostor_pool,enrolled
142027.jpg,img_align_celeba/142027.jpg,1128,impostor_pool,enrolled
103053.jpg,img_align_celeba/103053.jpg,1128,impostor_pool,enrolled
109257.jpg,img_align_celeba/109257.jpg,1128,impostor_pool,enrolled
114844.jpg,img_align_celeba/114844.jpg,1128,impostor_pool,enrolled
005586.jpg,img_align_celeba/005586.jpg,1128,impostor_pool,enrolled
106560.jpg,img_align_celeba/106560.jpg,1128,impostor_pool,enrolled
010688.jpg,img_align_celeba/010688.jpg,1128,impostor_pool,enrolled
139598.jpg,img_align_celeba/139598.jpg,1128,impostor_pool,enrolled
123267.jpg,img_align_celeba/123267.jpg,1128,impostor_pool,enrolled
133993.jpg,img_align_celeba/133993.jpg,1128,impostor_pool,enrolled
046372.jpg,img_align_celeba/046372.jpg,1128,impostor_pool,enrolled
092342.jpg,img_align_celeba/092342.jpg,1128,impostor_pool,enrolled
097124.jpg,img_align_celeba/097124.jpg,1128,impostor_pool,enrolled
004645.jpg,img_align_celeba/004645.jpg,1128,impostor_pool,enrolled
062705.jpg,img_align_celeba/062705.jpg,1128,impostor_pool,enrolled
030789.jpg,img_align_celeba/030789.jpg,1147,enrollment,enrolled
003148.jpg,img_align_celeba/003148.jpg,1147,genuine_test,enrolled
028498.jpg,img_align_celeba/028498.jpg,1147,genuine_test,enrolled
016528.jpg,img_align_celeba/016528.jpg,1147,impostor_pool,enrolled
159979.jpg,img_align_celeba/159979.jpg,1147,impostor_pool,enrolled
077342.jpg,img_align_celeba/077342.jpg,1147,impostor_pool,enrolled
121054.jpg,img_align_celeba/121054.jpg,1147,impostor_pool,enrolled
041482.jpg,img_align_celeba/041482.jpg,1147,impostor_pool,enrolled
069653.jpg,img_align_celeba/069653.jpg,1147,impostor_pool,enrolled
114305.jpg,img_align_celeba/114305.jpg,1147,impostor_pool,enrolled
129295.jpg,img_align_celeba/129295.jpg,1147,impostor_pool,enrolled
119024.jpg,img_align_celeba/119024.jpg,1147,impostor_pool,enrolled
118774.jpg,img_align_celeba/118774.jpg,1147,impostor_pool,enrolled
143777.jpg,img_align_celeba/143777.jpg,1147,impostor_pool,enrolled
114858.jpg,img_align_celeba/114858.jpg,1147,impostor_pool,enrolled
081855.jpg,img_align_celeba/081855.jpg,1147,impostor_pool,enrolled
085986.jpg,img_align_celeba/085986.jpg,1147,impostor_pool,enrolled
120366.jpg,img_align_celeba/120366.jpg,1147,impostor_pool,enrolled
145575.jpg,img_align_celeba/145575.jpg,1147,impostor_pool,enrolled
005657.jpg,img_align_celeba/005657.jpg,1147,impostor_pool,enrolled
096456.jpg,img_align_celeba/096456.jpg,1147,impostor_pool,enrolled
125994.jpg,img_align_celeba/125994.jpg,1147,impostor_pool,enrolled
131165.jpg,img_align_celeba/131165.jpg,1147,impostor_pool,enrolled
084944.jpg,img_align_celeba/084944.jpg,1147,impostor_pool,enrolled
087736.jpg,img_align_celeba/087736.jpg,1147,impostor_pool,enrolled
124546.jpg,img_align_celeba/124546.jpg,1147,impostor_pool,enrolled
150624.jpg,img_align_celeba/150624.jpg,1147,impostor_pool,enrolled
019144.jpg,img_align_celeba/019144.jpg,1147,impostor_pool,enrolled
030973.jpg,img_align_celeba/030973.jpg,1147,impostor_pool,enrolled
032759.jpg,img_align_celeba/032759.jpg,1149,enrollment,enrolled
133189.jpg,img_align_celeba/133189.jpg,1149,genuine_test,enrolled
025859.jpg,img_align_celeba/025859.jpg,1149,genuine_test,enrolled
094027.jpg,img_align_celeba/094027.jpg,1149,impostor_pool,enrolled
102985.jpg,img_align_celeba/102985.jpg,1149,impostor_pool,enrolled
161328.jpg,img_align_celeba/161328.jpg,1149,impostor_pool,enrolled
044204.jpg,img_align_celeba/044204.jpg,1149,impostor_pool,enrolled
033888.jpg,img_align_celeba/033888.jpg,1149,impostor_pool,enrolled
052146.jpg,img_align_celeba/052146.jpg,1149,impostor_pool,enrolled
054188.jpg,img_align_celeba/054188.jpg,1149,impostor_pool,enrolled
133015.jpg,img_align_celeba/133015.jpg,1149,impostor_pool,enrolled
127806.jpg,img_align_celeba/127806.jpg,1149,impostor_pool,enrolled
026310.jpg,img_align_celeba/026310.jpg,1149,impostor_pool,enrolled
131393.jpg,img_align_celeba/131393.jpg,1149,impostor_pool,enrolled
160050.jpg,img_align_celeba/160050.jpg,1149,impostor_pool,enrolled
082516.jpg,img_align_celeba/082516.jpg,1149,impostor_pool,enrolled
081857.jpg,img_align_celeba/081857.jpg,1149,impostor_pool,enrolled
059289.jpg,img_align_celeba/059289.jpg,1149,impostor_pool,enrolled
026133.jpg,img_align_celeba/026133.jpg,1149,impostor_pool,enrolled
030080.jpg,img_align_celeba/030080.jpg,1149,impostor_pool,enrolled
016081.jpg,img_align_celeba/016081.jpg,1149,impostor_pool,enrolled
007032.jpg,img_align_celeba/007032.jpg,1149,impostor_pool,enrolled
153457.jpg,img_align_celeba/153457.jpg,1149,impostor_pool,enrolled
120276.jpg,img_align_celeba/120276.jpg,1149,impostor_pool,enrolled
009822.jpg,img_align_celeba/009822.jpg,1149,impostor_pool,enrolled
024996.jpg,img_align_celeba/024996.jpg,1149,impostor_pool,enrolled
090995.jpg,img_align_celeba/090995.jpg,1149,impostor_pool,enrolled
159097.jpg,img_align_celeba/159097.jpg,1149,impostor_pool,enrolled
138286.jpg,img_align_celeba/138286.jpg,1149,impostor_pool,enrolled
075195.jpg,img_align_celeba/075195.jpg,1149,impostor_pool,enrolled
181473.jpg,img_align_celeba/181473.jpg,1154,enrollment,enrolled
180972.jpg,img_align_celeba/180972.jpg,1154,genuine_test,enrolled
173351.jpg,img_align_celeba/173351.jpg,1154,genuine_test,enrolled
176111.jpg,img_align_celeba/176111.jpg,1154,impostor_pool,enrolled
167286.jpg,img_align_celeba/167286.jpg,1154,impostor_pool,enrolled
176410.jpg,img_align_celeba/176410.jpg,1154,impostor_pool,enrolled
170751.jpg,img_align_celeba/170751.jpg,1154,impostor_pool,enrolled
167219.jpg,img_align_celeba/167219.jpg,1154,impostor_pool,enrolled
179453.jpg,img_align_celeba/179453.jpg,1154,impostor_pool,enrolled
181686.jpg,img_align_celeba/181686.jpg,1154,impostor_pool,enrolled
174168.jpg,img_align_celeba/174168.jpg,1154,impostor_pool,enrolled
166795.jpg,img_align_celeba/166795.jpg,1154,impostor_pool,enrolled
178458.jpg,img_align_celeba/178458.jpg,1154,impostor_pool,enrolled
171242.jpg,img_align_celeba/171242.jpg,1154,impostor_pool,enrolled
165167.jpg,img_align_celeba/165167.jpg,1154,impostor_pool,enrolled
169073.jpg,img_align_celeba/169073.jpg,1154,impostor_pool,enrolled
177209.jpg,img_align_celeba/177209.jpg,1154,impostor_pool,enrolled
176617.jpg,img_align_celeba/176617.jpg,1154,impostor_pool,enrolled
181054.jpg,img_align_celeba/181054.jpg,1154,impostor_pool,enrolled
179069.jpg,img_align_celeba/179069.jpg,1154,impostor_pool,enrolled
179771.jpg,img_align_celeba/179771.jpg,1154,impostor_pool,enrolled
173244.jpg,img_align_celeba/173244.jpg,1154,impostor_pool,enrolled
181243.jpg,img_align_celeba/181243.jpg,1154,impostor_pool,enrolled
178090.jpg,img_align_celeba/178090.jpg,1154,impostor_pool,enrolled
180484.jpg,img_align_celeba/180484.jpg,1154,impostor_pool,enrolled
178250.jpg,img_align_celeba/178250.jpg,1154,impostor_pool,enrolled
166147.jpg,img_align_celeba/166147.jpg,1154,impostor_pool,enrolled
182552.jpg,img_align_celeba/182552.jpg,1154,impostor_pool,enrolled
172924.jpg,img_align_celeba/172924.jpg,1154,impostor_pool,enrolled
170013.jpg,img_align_celeba/170013.jpg,1154,impostor_pool,enrolled
067534.jpg,img_align_celeba/067534.jpg,1167,enrollment,enrolled
003602.jpg,img_align_celeba/003602.jpg,1167,genuine_test,enrolled
022993.jpg,img_align_celeba/022993.jpg,1167,genuine_test,enrolled
154452.jpg,img_align_celeba/154452.jpg,1167,impostor_pool,enrolled
059009.jpg,img_align_celeba/059009.jpg,1167,impostor_pool,enrolled
125894.jpg,img_align_celeba/125894.jpg,1167,impostor_pool,enrolled
082111.jpg,img_align_celeba/082111.jpg,1167,impostor_pool,enrolled
024009.jpg,img_align_celeba/024009.jpg,1167,impostor_pool,enrolled
058703.jpg,img_align_celeba/058703.jpg,1167,impostor_pool,enrolled
027392.jpg,img_align_celeba/027392.jpg,1167,impostor_pool,enrolled
112169.jpg,img_align_celeba/112169.jpg,1167,impostor_pool,enrolled
052863.jpg,img_align_celeba/052863.jpg,1167,impostor_pool,enrolled
068482.jpg,img_align_celeba/068482.jpg,1167,impostor_pool,enrolled
141142.jpg,img_align_celeba/141142.jpg,1167,impostor_pool,enrolled
026922.jpg,img_align_celeba/026922.jpg,1167,impostor_pool,enrolled
060163.jpg,img_align_celeba/060163.jpg,1167,impostor_pool,enrolled
067812.jpg,img_align_celeba/067812.jpg,1167,impostor_pool,enrolled
131239.jpg,img_align_celeba/131239.jpg,1167,impostor_pool,enrolled
142082.jpg,img_align_celeba/142082.jpg,1167,impostor_pool,enrolled
098865.jpg,img_align_celeba/098865.jpg,1167,impostor_pool,enrolled
180933.jpg,img_align_celeba/180933.jpg,1350,enrollment,enrolled
166298.jpg,img_align_celeba/166298.jpg,1350,genuine_test,enrolled
182530.jpg,img_align_celeba/182530.jpg,1350,genuine_test,enrolled
178532.jpg,img_align_celeba/178532.jpg,1350,genuine_test,enrolled
172819.jpg,img_align_celeba/172819.jpg,1350,impostor_pool,enrolled
173570.jpg,img_align_celeba/173570.jpg,1350,impostor_pool,enrolled
176236.jpg,img_align_celeba/176236.jpg,1350,impostor_pool,enrolled
179356.jpg,img_align_celeba/179356.jpg,1350,impostor_pool,enrolled
176995.jpg,img_align_celeba/176995.jpg,1350,impostor_pool,enrolled
182420.jpg,img_align_celeba/182420.jpg,1350,impostor_pool,enrolled
166301.jpg,img_align_celeba/166301.jpg,1350,impostor_pool,enrolled
170958.jpg,img_align_celeba/170958.jpg,1350,impostor_pool,enrolled
182074.jpg,img_align_celeba/182074.jpg,1350,impostor_pool,enrolled
169295.jpg,img_align_celeba/169295.jpg,1350,impostor_pool,enrolled
173413.jpg,img_align_celeba/173413.jpg,1350,impostor_pool,enrolled
171590.jpg,img_align_celeba/171590.jpg,1350,impostor_pool,enrolled
166995.jpg,img_align_celeba/166995.jpg,1350,impostor_pool,enrolled
168867.jpg,img_align_celeba/168867.jpg,1350,impostor_pool,enrolled
179687.jpg,img_align_celeba/179687.jpg,1350,impostor_pool,enrolled
168857.jpg,img_align_celeba/168857.jpg,2177,enrollment,enrolled
175982.jpg,img_align_celeba/175982.jpg,2177,genuine_test,enrolled
164640.jpg,img_align_celeba/164640.jpg,2177,genuine_test,enrolled
172285.jpg,img_align_celeba/172285.jpg,2177,impostor_pool,enrolled
174180.jpg,img_align_celeba/174180.jpg,2177,impostor_pool,enrolled
163008.jpg,img_align_celeba/163008.jpg,2177,impostor_pool,enrolled
166563.jpg,img_align_celeba/166563.jpg,2177,impostor_pool,enrolled
170163.jpg,img_align_celeba/170163.jpg,2177,impostor_pool,enrolled
178367.jpg,img_align_celeba/178367.jpg,2177,impostor_pool,enrolled
179655.jpg,img_align_celeba/179655.jpg,2177,impostor_pool,enrolled
175825.jpg,img_align_celeba/175825.jpg,2177,impostor_pool,enrolled
167998.jpg,img_align_celeba/167998.jpg,2177,impostor_pool,enrolled
173622.jpg,img_align_celeba/173622.jpg,2177,impostor_pool,enrolled
180118.jpg,img_align_celeba/180118.jpg,2177,impostor_pool,enrolled
177261.jpg,img_align_celeba/177261.jpg,2177,impostor_pool,enrolled
171634.jpg,img_align_celeba/171634.jpg,2177,impostor_pool,enrolled
182479.jpg,img_align_celeba/182479.jpg,2177,impostor_pool,enrolled
180965.jpg,img_align_celeba/180965.jpg,2177,impostor_pool,enrolled
